2025-10-26T11:02:16.946+0800	INFO	svr/svr.go:101	Document manager started
2025-10-26T11:02:16.947+0800	INFO	imgagent/main.go:85	Server is running at :8000

主要角色：
- 刘备：身长七尺五寸，两耳垂肩，双手过膝，目能自顾其耳，面如冠玉，唇若涂脂
- 关羽：身长九尺，髯长二尺，面如重枣，唇若涂脂，丹凤眼，卧蚕眉，相貌堂堂，威风凛凛
- 袁绍：司隶校尉，仪表堂堂，敢于拔剑抗董
- 李儒：董卓女婿，谋士打扮
- 吕布：身长九尺，虎体狼腰，豹头猿臂，头戴三叉束发紫金冠，身披兽面吞头连环铠，手持画戟，骑赤兔马
- 丁原：背后有义子吕布持方天画戟护卫
- 曹操：细眼长髯，官拜骑都尉，小字阿瞒
- 陈宫：骁骑校尉，字公台，东郡人
- 董卓：肥胖不耐久坐，带剑入席，出入常带甲士护卫
- 张角：不第秀才，号为太平道人
- 张飞：身长八尺，豹头环眼，燕颔虎须，声若巨雷，势如奔马
- 孙坚：广额阔面，虎体熊腰，使古锭刀，骑花鬃马
- 何进：大将军，外戚出身

场景描述：东郡黎明时分，陈宫独自骑马离去，身影消失在晨雾中；曹操惊醒后发现空屋，神情凝重地收拾行装准备连夜逃往陈留，氛围紧张而孤寂。
2025-10-26T15:31:24.445+0800	INFO	d1c0d9c5a35447479fd7d7e800c4dfe2	svr/document_svr.go:143	Get document, docID: e4e16487ee444db8858594a00f116cd0
2025-10-26T15:31:29.656+0800	INFO	8208ea9e54d243979d4d1c6df9e1d4de	svr/document_svr.go:143	Get document, docID: e4e16487ee444db8858594a00f116cd0
2025-10-26T15:31:34.652+0800	INFO	e89c590100a14a0a8cd354fb5121e43c	svr/document_svr.go:143	Get document, docID: e4e16487ee444db8858594a00f116cd0
2025-10-26T15:31:39.449+0800	INFO	03eed8a8b1174048b9dfdb7c9c02e4de	svr/document_svr.go:143	Get document, docID: e4e16487ee444db8858594a00f116cd0
2025-10-26T15:31:40.246+0800	INFO	HandleImageGenTasks-1761463884	bailian/qwen_image.go:108	Image generated successfully, URL: https://dashscope-result-wlcb-acdr-1.oss-cn-wulanchabu-acdr-1.aliyuncs.com/7d/83/20251026/c1a4ba8a/ae65be00-7d74-4b7a-bbfe-b2aabae9dea9-1.png?Expires=1762069700&OSSAccessKeyId=LTAI5tKPD3TMqf2Lna1fASuh&Signature=mvlJhOiChu0YXI%2BPChgXhs7TCzE%3D
2025-10-26T15:31:40.253+0800	INFO	HandleImageGenTasks-1761463884	svr/document_mgr.go:383	Image generated for scene: 554c25eb6ec24899ba612c866591aebc, URL: https://dashscope-result-wlcb-acdr-1.oss-cn-wulanchabu-acdr-1.aliyuncs.com/7d/83/20251026/c1a4ba8a/ae65be00-7d74-4b7a-bbfe-b2aabae9dea9-1.png?Expires=1762069700&OSSAccessKeyId=LTAI5tKPD3TMqf2Lna1fASuh&Signature=mvlJhOiChu0YXI%2BPChgXhs7TCzE%3D
2025-10-26T15:31:40.253+0800	INFO	HandleImageGenTasks-1761463884	bailian/qwen_tts.go:16	Generating TTS for text, length: 183
2025-10-26T15:31:41.027+0800	INFO	db00320fe817412cba68bc735d267836	svr/document_svr.go:216	List documents
2025-10-26T15:31:43.919+0800	ERROR	HandleImageGenTasks-1761463884	bailian/qwen_tts.go:69	TTS API returned error, code: , message: 
2025-10-26T15:31:43.919+0800	ERROR	HandleImageGenTasks-1761463884	svr/document_mgr.go:388	Failed to generate TTS, scene: 554c25eb6ec24899ba612c866591aebc, err: TTS API error:  - 
2025-10-26T15:31:43.919+0800	ERROR	HandleImageGenTasks-1761463884	svr/document_mgr.go:314	Failed to handle document image gen, doc: e4e16487ee444db8858594a00f116cd0, err: TTS API error:  - 
2025-10-26T15:31:45.044+0800	INFO	e7d5d8adb9934c359eefba0a8f85e344	svr/document_svr.go:470	List scenes by document, docID: e4e16487ee444db8858594a00f116cd0
2025-10-26T15:31:45.044+0800	INFO	6ee86ea491ba454e9f6c828a545a8dcc	svr/document_svr.go:143	Get document, docID: e4e16487ee444db8858594a00f116cd0
2025-10-26T15:31:54.431+0800	INFO	HandleImageGenTasks-1761463914	svr/document_mgr.go:332	Handling document image generation, docID: e4e16487ee444db8858594a00f116cd0
2025-10-26T15:31:54.439+0800	INFO	HandleImageGenTasks-1761463914	svr/document_mgr.go:364	Found 14 pending image scenes for doc: e4e16487ee444db8858594a00f116cd0
2025-10-26T15:31:54.439+0800	INFO	HandleImageGenTasks-1761463914	svr/document_mgr.go:368	Generating image and voice for scene, sceneID: 78dbd165171140818c4f5c3d85fdd734, content: 幽州涿县的桃园中，桃花盛开如云，刘备、关羽、张飞三人身着布衣，在香案前跪拜盟誓，背后乌牛白马为祭，神情庄重，天空晴朗而春风和煦，象征义薄云天的开端。
2025-10-26T15:31:54.439+0800	INFO	HandleImageGenTasks-1761463914	bailian/qwen_image.go:18	Generating image for scene, content: 幽州涿县的桃园中，桃花盛开如云，刘备、关羽、张飞三人身着布衣，在香案前跪拜盟誓，背后乌牛白马为祭，神情庄重，天空晴朗而春风和煦，象征义薄云天的开端。
2025-10-26T15:31:54.440+0800	INFO	HandleImageGenTasks-1761463914	bailian/qwen_image.go:22	Full image prompt: 小说概要：这是一部以东汉末年黄巾起义至董卓乱政为背景的历史演义小说，描绘了刘备、关羽、张飞桃园结义，共讨乱贼的英雄征程。故事始于民间动荡、宦官专权，张角兄弟掀起黄巾之乱，三方势力崛起，天下分崩离析。主要情节围绕刘关张从乡野义士投身战场，征战黄巾，结盟诸侯，参与讨伐董卓展开。核心冲突在于忠义英雄与腐败权奸、乱世枭雄之间的对抗。整体风格恢弘厚重，充满古典悲壮气息。视觉上呈现汉末古朴建筑、旌旗猎猎的战场、桃园结拜的仪式感、人物长髯重甲的典型形象，场景多为城池、军寨、山野与宫阙，色调沉稳，气势磅礴，适合表现乱世风云与英雄气概。

主要角色：
- 刘备：身长七尺五寸，两耳垂肩，双手过膝，目能自顾其耳，面如冠玉，唇若涂脂
- 关羽：身长九尺，髯长二尺，面如重枣，唇若涂脂，丹凤眼，卧蚕眉，相貌堂堂，威风凛凛
- 袁绍：司隶校尉，仪表堂堂，敢于拔剑抗董
- 李儒：董卓女婿，谋士打扮
- 吕布：身长九尺，虎体狼腰，豹头猿臂，头戴三叉束发紫金冠，身披兽面吞头连环铠，手持画戟，骑赤兔马
- 丁原：背后有义子吕布持方天画戟护卫
- 曹操：细眼长髯，官拜骑都尉，小字阿瞒
- 陈宫：骁骑校尉，字公台，东郡人
- 董卓：肥胖不耐久坐，带剑入席，出入常带甲士护卫
- 张角：不第秀才，号为太平道人
- 张飞：身长八尺，豹头环眼，燕颔虎须，声若巨雷，势如奔马
- 孙坚：广额阔面，虎体熊腰，使古锭刀，骑花鬃马
- 何进：大将军，外戚出身

场景描述：幽州涿县的桃园中，桃花盛开如云，刘备、关羽、张飞三人身着布衣，在香案前跪拜盟誓，背后乌牛白马为祭，神情庄重，天空晴朗而春风和煦，象征义薄云天的开端。
2025-10-26T15:32:07.208+0800	INFO	HandleImageGenTasks-1761463914	bailian/qwen_image.go:108	Image generated successfully, URL: https://dashscope-result-wlcb-acdr-1.oss-cn-wulanchabu-acdr-1.aliyuncs.com/7d/6e/20251026/c1a4ba8a/e810b36c-bc20-48a0-8bbf-8cd2c251257b-1.png?Expires=1762069727&OSSAccessKeyId=LTAI5tKPD3TMqf2Lna1fASuh&Signature=wxNScsjCx8st7f9FPxn4Tlf7BhA%3D
2025-10-26T15:32:07.215+0800	INFO	HandleImageGenTasks-1761463914	svr/document_mgr.go:383	Image generated for scene: 78dbd165171140818c4f5c3d85fdd734, URL: https://dashscope-result-wlcb-acdr-1.oss-cn-wulanchabu-acdr-1.aliyuncs.com/7d/6e/20251026/c1a4ba8a/e810b36c-bc20-48a0-8bbf-8cd2c251257b-1.png?Expires=1762069727&OSSAccessKeyId=LTAI5tKPD3TMqf2Lna1fASuh&Signature=wxNScsjCx8st7f9FPxn4Tlf7BhA%3D
2025-10-26T15:32:07.215+0800	INFO	HandleImageGenTasks-1761463914	bailian/qwen_tts.go:16	Generating TTS for text, length: 222
2025-10-26T15:32:12.129+0800	ERROR	HandleImageGenTasks-1761463914	bailian/qwen_tts.go:69	TTS API returned error, code: , message: 
2025-10-26T15:32:12.129+0800	ERROR	HandleImageGenTasks-1761463914	svr/document_mgr.go:388	Failed to generate TTS, scene: 78dbd165171140818c4f5c3d85fdd734, err: TTS API error:  - 
2025-10-26T15:32:12.129+0800	ERROR	HandleImageGenTasks-1761463914	svr/document_mgr.go:314	Failed to handle document image gen, doc: e4e16487ee444db8858594a00f116cd0, err: TTS API error:  - 
2025-10-26T15:32:24.427+0800	INFO	HandleImageGenTasks-1761463944	svr/document_mgr.go:332	Handling document image generation, docID: e4e16487ee444db8858594a00f116cd0
2025-10-26T15:32:24.433+0800	INFO	HandleImageGenTasks-1761463944	svr/document_mgr.go:364	Found 13 pending image scenes for doc: e4e16487ee444db8858594a00f116cd0
2025-10-26T15:32:24.434+0800	INFO	HandleImageGenTasks-1761463944	svr/document_mgr.go:368	Generating image and voice for scene, sceneID: c5ebd69c86ba4d5786d7ba37512c05c2, content: 嘉德殿内群臣肃立，董卓手持利剑站在高台之上，李儒宣读废立诏书，少帝与何太后在阶下悲哭，气氛压抑而紧张。
2025-10-26T15:32:24.434+0800	INFO	HandleImageGenTasks-1761463944	bailian/qwen_image.go:18	Generating image for scene, content: 嘉德殿内群臣肃立，董卓手持利剑站在高台之上，李儒宣读废立诏书，少帝与何太后在阶下悲哭，气氛压抑而紧张。
2025-10-26T15:32:24.434+0800	INFO	HandleImageGenTasks-1761463944	bailian/qwen_image.go:22	Full image prompt: 小说概要：这是一部以东汉末年黄巾起义至董卓乱政为背景的历史演义小说，描绘了刘备、关羽、张飞桃园结义，共讨乱贼的英雄征程。故事始于民间动荡、宦官专权，张角兄弟掀起黄巾之乱，三方势力崛起，天下分崩离析。主要情节围绕刘关张从乡野义士投身战场，征战黄巾，结盟诸侯，参与讨伐董卓展开。核心冲突在于忠义英雄与腐败权奸、乱世枭雄之间的对抗。整体风格恢弘厚重，充满古典悲壮气息。视觉上呈现汉末古朴建筑、旌旗猎猎的战场、桃园结拜的仪式感、人物长髯重甲的典型形象，场景多为城池、军寨、山野与宫阙，色调沉稳，气势磅礴，适合表现乱世风云与英雄气概。

主要角色：
- 刘备：身长七尺五寸，两耳垂肩，双手过膝，目能自顾其耳，面如冠玉，唇若涂脂
- 关羽：身长九尺，髯长二尺，面如重枣，唇若涂脂，丹凤眼，卧蚕眉，相貌堂堂，威风凛凛
- 袁绍：司隶校尉，仪表堂堂，敢于拔剑抗董
- 李儒：董卓女婿，谋士打扮
- 吕布：身长九尺，虎体狼腰，豹头猿臂，头戴三叉束发紫金冠，身披兽面吞头连环铠，手持画戟，骑赤兔马
- 丁原：背后有义子吕布持方天画戟护卫
- 曹操：细眼长髯，官拜骑都尉，小字阿瞒
- 陈宫：骁骑校尉，字公台，东郡人
- 董卓：肥胖不耐久坐，带剑入席，出入常带甲士护卫
- 张角：不第秀才，号为太平道人
- 张飞：身长八尺，豹头环眼，燕颔虎须，声若巨雷，势如奔马
- 孙坚：广额阔面，虎体熊腰，使古锭刀，骑花鬃马
- 何进：大将军，外戚出身

场景描述：嘉德殿内群臣肃立，董卓手持利剑站在高台之上，李儒宣读废立诏书，少帝与何太后在阶下悲哭，气氛压抑而紧张。
2025-10-26T15:32:37.222+0800	INFO	HandleImageGenTasks-1761463944	bailian/qwen_image.go:108	Image generated successfully, URL: https://dashscope-result-wlcb-acdr-1.oss-cn-wulanchabu-acdr-1.aliyuncs.com/7d/52/20251026/c1a4ba8a/f7008587-d76e-4ae5-be70-5ed6ecf26667-1.png?Expires=1762069757&OSSAccessKeyId=LTAI5tKPD3TMqf2Lna1fASuh&Signature=zUgnPhY8OiDB7vkRVAOq894Lnls%3D
2025-10-26T15:32:37.227+0800	INFO	HandleImageGenTasks-1761463944	svr/document_mgr.go:383	Image generated for scene: c5ebd69c86ba4d5786d7ba37512c05c2, URL: https://dashscope-result-wlcb-acdr-1.oss-cn-wulanchabu-acdr-1.aliyuncs.com/7d/52/20251026/c1a4ba8a/f7008587-d76e-4ae5-be70-5ed6ecf26667-1.png?Expires=1762069757&OSSAccessKeyId=LTAI5tKPD3TMqf2Lna1fASuh&Signature=zUgnPhY8OiDB7vkRVAOq894Lnls%3D
2025-10-26T15:32:37.227+0800	INFO	HandleImageGenTasks-1761463944	bailian/qwen_tts.go:16	Generating TTS for text, length: 153
2025-10-26T15:32:40.547+0800	ERROR	HandleImageGenTasks-1761463944	bailian/qwen_tts.go:69	TTS API returned error, code: , message: 
2025-10-26T15:32:40.547+0800	ERROR	HandleImageGenTasks-1761463944	svr/document_mgr.go:388	Failed to generate TTS, scene: c5ebd69c86ba4d5786d7ba37512c05c2, err: TTS API error:  - 
2025-10-26T15:32:40.547+0800	ERROR	HandleImageGenTasks-1761463944	svr/document_mgr.go:314	Failed to handle document image gen, doc: e4e16487ee444db8858594a00f116cd0, err: TTS API error:  - 
2025-10-26T15:32:54.431+0800	INFO	HandleImageGenTasks-1761463974	svr/document_mgr.go:332	Handling document image generation, docID: e4e16487ee444db8858594a00f116cd0
2025-10-26T15:32:54.440+0800	INFO	HandleImageGenTasks-1761463974	svr/document_mgr.go:364	Found 12 pending image scenes for doc: e4e16487ee444db8858594a00f116cd0
2025-10-26T15:32:54.440+0800	INFO	HandleImageGenTasks-1761463974	svr/document_mgr.go:368	Generating image and voice for scene, sceneID: e354d9ae8f2c4ef8ae1576f3c47c6725, content: 安喜县馆驿后堂，张飞怒目圆睁、咬牙切齿，揪住督邮的头发将其拖出，门外柳条散落，五六十名百姓在远处惊恐观望，气氛紧张激烈。
2025-10-26T15:32:54.440+0800	INFO	HandleImageGenTasks-1761463974	bailian/qwen_image.go:18	Generating image for scene, content: 安喜县馆驿后堂，张飞怒目圆睁、咬牙切齿，揪住督邮的头发将其拖出，门外柳条散落，五六十名百姓在远处惊恐观望，气氛紧张激烈。
2025-10-26T15:32:54.440+0800	INFO	HandleImageGenTasks-1761463974	bailian/qwen_image.go:22	Full image prompt: 小说概要：这是一部以东汉末年黄巾起义至董卓乱政为背景的历史演义小说，描绘了刘备、关羽、张飞桃园结义，共讨乱贼的英雄征程。故事始于民间动荡、宦官专权，张角兄弟掀起黄巾之乱，三方势力崛起，天下分崩离析。主要情节围绕刘关张从乡野义士投身战场，征战黄巾，结盟诸侯，参与讨伐董卓展开。核心冲突在于忠义英雄与腐败权奸、乱世枭雄之间的对抗。整体风格恢弘厚重，充满古典悲壮气息。视觉上呈现汉末古朴建筑、旌旗猎猎的战场、桃园结拜的仪式感、人物长髯重甲的典型形象，场景多为城池、军寨、山野与宫阙，色调沉稳，气势磅礴，适合表现乱世风云与英雄气概。

主要角色：
- 刘备：身长七尺五寸，两耳垂肩，双手过膝，目能自顾其耳，面如冠玉，唇若涂脂
- 关羽：身长九尺，髯长二尺，面如重枣，唇若涂脂，丹凤眼，卧蚕眉，相貌堂堂，威风凛凛
- 袁绍：司隶校尉，仪表堂堂，敢于拔剑抗董
- 李儒：董卓女婿，谋士打扮
- 吕布：身长九尺，虎体狼腰，豹头猿臂，头戴三叉束发紫金冠，身披兽面吞头连环铠，手持画戟，骑赤兔马
- 丁原：背后有义子吕布持方天画戟护卫
- 曹操：细眼长髯，官拜骑都尉，小字阿瞒
- 陈宫：骁骑校尉，字公台，东郡人
- 董卓：肥胖不耐久坐，带剑入席，出入常带甲士护卫
- 张角：不第秀才，号为太平道人
- 张飞：身长八尺，豹头环眼，燕颔虎须，声若巨雷，势如奔马
- 孙坚：广额阔面，虎体熊腰，使古锭刀，骑花鬃马
- 何进：大将军，外戚出身

场景描述：安喜县馆驿后堂，张飞怒目圆睁、咬牙切齿，揪住督邮的头发将其拖出，门外柳条散落，五六十名百姓在远处惊恐观望，气氛紧张激烈。
2025-10-26T15:33:07.493+0800	INFO	HandleImageGenTasks-1761463974	bailian/qwen_image.go:108	Image generated successfully, URL: https://dashscope-result-wlcb-acdr-1.oss-cn-wulanchabu-acdr-1.aliyuncs.com/7d/8b/20251026/c1a4ba8a/21eee00b-92fb-47d5-9f5f-9ff471b6e0db-1.png?Expires=1762069787&OSSAccessKeyId=LTAI5tKPD3TMqf2Lna1fASuh&Signature=caTcbmf786dK7nepFN0PBhM5p5E%3D
2025-10-26T15:33:07.503+0800	INFO	HandleImageGenTasks-1761463974	svr/document_mgr.go:383	Image generated for scene: e354d9ae8f2c4ef8ae1576f3c47c6725, URL: https://dashscope-result-wlcb-acdr-1.oss-cn-wulanchabu-acdr-1.aliyuncs.com/7d/8b/20251026/c1a4ba8a/21eee00b-92fb-47d5-9f5f-9ff471b6e0db-1.png?Expires=1762069787&OSSAccessKeyId=LTAI5tKPD3TMqf2Lna1fASuh&Signature=caTcbmf786dK7nepFN0PBhM5p5E%3D
2025-10-26T15:33:07.503+0800	INFO	HandleImageGenTasks-1761463974	bailian/qwen_tts.go:16	Generating TTS for text, length: 180
2025-10-26T15:33:11.270+0800	ERROR	HandleImageGenTasks-1761463974	bailian/qwen_tts.go:69	TTS API returned error, code: , message: 
2025-10-26T15:33:11.270+0800	ERROR	HandleImageGenTasks-1761463974	svr/document_mgr.go:388	Failed to generate TTS, scene: e354d9ae8f2c4ef8ae1576f3c47c6725, err: TTS API error:  - 
2025-10-26T15:33:11.270+0800	ERROR	HandleImageGenTasks-1761463974	svr/document_mgr.go:314	Failed to handle document image gen, doc: e4e16487ee444db8858594a00f116cd0, err: TTS API error:  - 
2025-10-26T15:33:24.426+0800	INFO	HandleImageGenTasks-1761464004	svr/document_mgr.go:332	Handling document image generation, docID: e4e16487ee444db8858594a00f116cd0
2025-10-26T15:33:24.430+0800	INFO	HandleImageGenTasks-1761464004	svr/document_mgr.go:364	Found 11 pending image scenes for doc: e4e16487ee444db8858594a00f116cd0
2025-10-26T15:33:24.430+0800	INFO	HandleImageGenTasks-1761464004	svr/document_mgr.go:368	Generating image and voice for scene, sceneID: ee025792b7f14c7c9250e80ae7c6ffa2, content: 洛阳长乐宫嘉德殿门前，张让等宦官率伏兵围住何进，刀斧手齐出将他砍杀，宫门紧闭、血光四溅，气氛惊悚肃杀。
2025-10-26T15:33:24.430+0800	INFO	HandleImageGenTasks-1761464004	bailian/qwen_image.go:18	Generating image for scene, content: 洛阳长乐宫嘉德殿门前，张让等宦官率伏兵围住何进，刀斧手齐出将他砍杀，宫门紧闭、血光四溅，气氛惊悚肃杀。
2025-10-26T15:33:24.431+0800	INFO	HandleImageGenTasks-1761464004	bailian/qwen_image.go:22	Full image prompt: 小说概要：这是一部以东汉末年黄巾起义至董卓乱政为背景的历史演义小说，描绘了刘备、关羽、张飞桃园结义，共讨乱贼的英雄征程。故事始于民间动荡、宦官专权，张角兄弟掀起黄巾之乱，三方势力崛起，天下分崩离析。主要情节围绕刘关张从乡野义士投身战场，征战黄巾，结盟诸侯，参与讨伐董卓展开。核心冲突在于忠义英雄与腐败权奸、乱世枭雄之间的对抗。整体风格恢弘厚重，充满古典悲壮气息。视觉上呈现汉末古朴建筑、旌旗猎猎的战场、桃园结拜的仪式感、人物长髯重甲的典型形象，场景多为城池、军寨、山野与宫阙，色调沉稳，气势磅礴，适合表现乱世风云与英雄气概。

主要角色：
- 刘备：身长七尺五寸，两耳垂肩，双手过膝，目能自顾其耳，面如冠玉，唇若涂脂
- 关羽：身长九尺，髯长二尺，面如重枣，唇若涂脂，丹凤眼，卧蚕眉，相貌堂堂，威风凛凛
- 袁绍：司隶校尉，仪表堂堂，敢于拔剑抗董
- 李儒：董卓女婿，谋士打扮
- 吕布：身长九尺，虎体狼腰，豹头猿臂，头戴三叉束发紫金冠，身披兽面吞头连环铠，手持画戟，骑赤兔马
- 丁原：背后有义子吕布持方天画戟护卫
- 曹操：细眼长髯，官拜骑都尉，小字阿瞒
- 陈宫：骁骑校尉，字公台，东郡人
- 董卓：肥胖不耐久坐，带剑入席，出入常带甲士护卫
- 张角：不第秀才，号为太平道人
- 张飞：身长八尺，豹头环眼，燕颔虎须，声若巨雷，势如奔马
- 孙坚：广额阔面，虎体熊腰，使古锭刀，骑花鬃马
- 何进：大将军，外戚出身

场景描述：洛阳长乐宫嘉德殿门前，张让等宦官率伏兵围住何进，刀斧手齐出将他砍杀，宫门紧闭、血光四溅，气氛惊悚肃杀。
2025-10-26T15:33:41.472+0800	INFO	HandleImageGenTasks-1761464004	bailian/qwen_image.go:108	Image generated successfully, URL: https://dashscope-result-wlcb-acdr-1.oss-cn-wulanchabu-acdr-1.aliyuncs.com/7d/9f/20251026/c1a4ba8a/5f4f04c7-374f-4e6d-a793-c6120bed2c59-1.png?Expires=1762069821&OSSAccessKeyId=LTAI5tKPD3TMqf2Lna1fASuh&Signature=6NQ9EvqokVPcpGnBNl5D0sEfxM4%3D
2025-10-26T15:33:41.477+0800	INFO	HandleImageGenTasks-1761464004	svr/document_mgr.go:383	Image generated for scene: ee025792b7f14c7c9250e80ae7c6ffa2, URL: https://dashscope-result-wlcb-acdr-1.oss-cn-wulanchabu-acdr-1.aliyuncs.com/7d/9f/20251026/c1a4ba8a/5f4f04c7-374f-4e6d-a793-c6120bed2c59-1.png?Expires=1762069821&OSSAccessKeyId=LTAI5tKPD3TMqf2Lna1fASuh&Signature=6NQ9EvqokVPcpGnBNl5D0sEfxM4%3D
2025-10-26T15:33:41.477+0800	INFO	HandleImageGenTasks-1761464004	bailian/qwen_tts.go:16	Generating TTS for text, length: 153
2025-10-26T15:33:44.772+0800	ERROR	HandleImageGenTasks-1761464004	bailian/qwen_tts.go:69	TTS API returned error, code: , message: 
2025-10-26T15:33:44.772+0800	ERROR	HandleImageGenTasks-1761464004	svr/document_mgr.go:388	Failed to generate TTS, scene: ee025792b7f14c7c9250e80ae7c6ffa2, err: TTS API error:  - 
2025-10-26T15:33:44.772+0800	ERROR	HandleImageGenTasks-1761464004	svr/document_mgr.go:314	Failed to handle document image gen, doc: e4e16487ee444db8858594a00f116cd0, err: TTS API error:  - 
2025-10-26T15:33:54.426+0800	INFO	HandleImageGenTasks-1761464034	svr/document_mgr.go:332	Handling document image generation, docID: e4e16487ee444db8858594a00f116cd0
2025-10-26T15:33:54.433+0800	INFO	HandleImageGenTasks-1761464034	svr/document_mgr.go:364	Found 10 pending image scenes for doc: e4e16487ee444db8858594a00f116cd0
2025-10-26T15:33:54.433+0800	INFO	HandleImageGenTasks-1761464034	svr/document_mgr.go:368	Generating image and voice for scene, sceneID: 5f8cec50d74e456993bf079addc4257e, content: 陈留村中广场，曹操站在一面写有‘忠义’二字的白旗下，卫弘慷慨捐赠家财置办军备，四方百姓纷纷送粮投军，气氛热烈激昂。
2025-10-26T15:33:54.433+0800	INFO	HandleImageGenTasks-1761464034	bailian/qwen_image.go:18	Generating image for scene, content: 陈留村中广场，曹操站在一面写有‘忠义’二字的白旗下，卫弘慷慨捐赠家财置办军备，四方百姓纷纷送粮投军，气氛热烈激昂。
2025-10-26T15:33:54.434+0800	INFO	HandleImageGenTasks-1761464034	bailian/qwen_image.go:22	Full image prompt: 小说概要：这是一部以东汉末年黄巾起义至董卓乱政为背景的历史演义小说，描绘了刘备、关羽、张飞桃园结义，共讨乱贼的英雄征程。故事始于民间动荡、宦官专权，张角兄弟掀起黄巾之乱，三方势力崛起，天下分崩离析。主要情节围绕刘关张从乡野义士投身战场，征战黄巾，结盟诸侯，参与讨伐董卓展开。核心冲突在于忠义英雄与腐败权奸、乱世枭雄之间的对抗。整体风格恢弘厚重，充满古典悲壮气息。视觉上呈现汉末古朴建筑、旌旗猎猎的战场、桃园结拜的仪式感、人物长髯重甲的典型形象，场景多为城池、军寨、山野与宫阙，色调沉稳，气势磅礴，适合表现乱世风云与英雄气概。

主要角色：
- 刘备：身长七尺五寸，两耳垂肩，双手过膝，目能自顾其耳，面如冠玉，唇若涂脂
- 关羽：身长九尺，髯长二尺，面如重枣，唇若涂脂，丹凤眼，卧蚕眉，相貌堂堂，威风凛凛
- 袁绍：司隶校尉，仪表堂堂，敢于拔剑抗董
- 李儒：董卓女婿，谋士打扮
- 吕布：身长九尺，虎体狼腰，豹头猿臂，头戴三叉束发紫金冠，身披兽面吞头连环铠，手持画戟，骑赤兔马
- 丁原：背后有义子吕布持方天画戟护卫
- 曹操：细眼长髯，官拜骑都尉，小字阿瞒
- 陈宫：骁骑校尉，字公台，东郡人
- 董卓：肥胖不耐久坐，带剑入席，出入常带甲士护卫
- 张角：不第秀才，号为太平道人
- 张飞：身长八尺，豹头环眼，燕颔虎须，声若巨雷，势如奔马
- 孙坚：广额阔面，虎体熊腰，使古锭刀，骑花鬃马
- 何进：大将军，外戚出身

场景描述：陈留村中广场，曹操站在一面写有‘忠义’二字的白旗下，卫弘慷慨捐赠家财置办军备，四方百姓纷纷送粮投军，气氛热烈激昂。
2025-10-26T15:34:00.323+0800	INFO	5c3a08599bd845a2aa9be5e11fbb37bc	svr/document_svr.go:216	List documents
2025-10-26T15:34:05.303+0800	INFO	ff43bd1076ca453f8e8ab1d19488bc47	svr/document_svr.go:143	Get document, docID: c63c615047654f07b336a129910e2267
2025-10-26T15:34:05.305+0800	INFO	fbfd1af6786e40799d21ba87cfdb0eb4	svr/document_svr.go:470	List scenes by document, docID: c63c615047654f07b336a129910e2267
2025-10-26T15:34:11.274+0800	INFO	HandleImageGenTasks-1761464034	bailian/qwen_image.go:108	Image generated successfully, URL: https://dashscope-result-wlcb-acdr-1.oss-cn-wulanchabu-acdr-1.aliyuncs.com/7d/da/20251026/c1a4ba8a/87f1ab9c-b3cf-4753-82e8-89e5c7341fdd-1.png?Expires=1762069851&OSSAccessKeyId=LTAI5tKPD3TMqf2Lna1fASuh&Signature=sRC3W70R9uHcxJuIo2R0PpAbygY%3D
2025-10-26T15:34:11.285+0800	INFO	HandleImageGenTasks-1761464034	svr/document_mgr.go:383	Image generated for scene: 5f8cec50d74e456993bf079addc4257e, URL: https://dashscope-result-wlcb-acdr-1.oss-cn-wulanchabu-acdr-1.aliyuncs.com/7d/da/20251026/c1a4ba8a/87f1ab9c-b3cf-4753-82e8-89e5c7341fdd-1.png?Expires=1762069851&OSSAccessKeyId=LTAI5tKPD3TMqf2Lna1fASuh&Signature=sRC3W70R9uHcxJuIo2R0PpAbygY%3D
2025-10-26T15:34:11.285+0800	INFO	HandleImageGenTasks-1761464034	bailian/qwen_tts.go:16	Generating TTS for text, length: 171
2025-10-26T15:34:15.079+0800	ERROR	HandleImageGenTasks-1761464034	bailian/qwen_tts.go:69	TTS API returned error, code: , message: 
2025-10-26T15:34:15.079+0800	ERROR	HandleImageGenTasks-1761464034	svr/document_mgr.go:388	Failed to generate TTS, scene: 5f8cec50d74e456993bf079addc4257e, err: TTS API error:  - 
2025-10-26T15:34:15.079+0800	ERROR	HandleImageGenTasks-1761464034	svr/document_mgr.go:314	Failed to handle document image gen, doc: e4e16487ee444db8858594a00f116cd0, err: TTS API error:  - 
2025-10-26T15:34:24.428+0800	INFO	HandleImageGenTasks-1761464064	svr/document_mgr.go:332	Handling document image generation, docID: e4e16487ee444db8858594a00f116cd0
2025-10-26T15:34:24.438+0800	INFO	HandleImageGenTasks-1761464064	svr/document_mgr.go:364	Found 9 pending image scenes for doc: e4e16487ee444db8858594a00f116cd0
2025-10-26T15:34:24.438+0800	INFO	HandleImageGenTasks-1761464064	svr/document_mgr.go:368	Generating image and voice for scene, sceneID: 77449af265e74fe29e47fcc79637840e, content: 曹操跪献七宝刀于董卓面前，背后衣镜映出他拔刀的瞬间，吕布牵马立于阁外，光影交错间暗流涌动，危机一触即发。
